Time,TIMESTAMP_START,Time_Obs_LA2_2012,GPP_PI_F,RECO_PI_F,NEE_F,FCH4,FCH4_F
12-Mar-2013 02:30:00,201303120230,12-Mar-2013 02:30:00,-0.26572,1.50494,1.2392,23.84,23.84
12-Mar-2013 03:00:00,201303120300,12-Mar-2013 03:00:00,-0,1.49117,1.8842,NaN,38.108
12-Mar-2013 03:30:00,201303120330,12-Mar-2013 03:30:00,-0,1.45528,1.5665,NaN,32.767
12-Mar-2013 04:00:00,201303120400,12-Mar-2013 04:00:00,-0,1.43641,1.6211,NaN,32.767
12-Mar-2013 04:30:00,201303120430,12-Mar-2013 04:30:00,-0.17922,1.41759,1.2384,NaN,21.621
12-Mar-2013 05:00:00,201303120500,12-Mar-2013 05:00:00,-0.16174,1.40011,1.2384,NaN,21.621
12-Mar-2013 05:30:00,201303120530,12-Mar-2013 05:30:00,-0.083324,1.38654,1.3032,NaN,22.238
12-Mar-2013 06:00:00,201303120600,12-Mar-2013 06:00:00,-0.2121,1.42589,1.2138,22.788,22.788
12-Mar-2013 06:30:00,201303120630,12-Mar-2013 06:30:00,-0.21038,1.40517,1.1948,NaN,49.072
12-Mar-2013 07:00:00,201303120700,12-Mar-2013 07:00:00,-0,1.37936,7.8764,NaN,55.359
12-Mar-2013 07:30:00,201303120730,12-Mar-2013 07:30:00,-0.81644,1.43226,0.61583,NaN,33.149
12-Mar-2013 08:00:00,201303120800,12-Mar-2013 08:00:00,-0,1.49537,1.9637,NaN,NaN
12-Mar-2013 08:30:00,201303120830,12-Mar-2013 08:30:00,-1.3967,1.54516,0.14844,NaN,44.672
12-Mar-2013 09:00:00,201303120900,12-Mar-2013 09:00:00,-1.9961,1.59721,-0.39886,NaN,-10.465
12-Mar-2013 09:30:00,201303120930,12-Mar-2013 09:30:00,-0.85957,1.6542,0.79464,NaN,-16.916
12-Mar-2013 10:00:00,201303121000,12-Mar-2013 10:00:00,-2.796,1.70548,-1.0905,94.88,94.88
12-Mar-2013 10:30:00,201303121030,12-Mar-2013 10:30:00,-1.2974,1.74894,0.45152,90.852,90.852
12-Mar-2013 11:00:00,201303121100,12-Mar-2013 11:00:00,-2.3459,1.79926,-0.54668,NaN,NaN
12-Mar-2013 11:30:00,201303121130,12-Mar-2013 11:30:00,-1.5529,1.82682,0.27396,NaN,NaN
12-Mar-2013 12:00:00,201303121200,12-Mar-2013 12:00:00,-1.1925,1.85038,0.65783,NaN,-7.5638
12-Mar-2013 12:30:00,201303121230,12-Mar-2013 12:30:00,-1.3246,1.86654,0.5419,22.181,22.181
12-Mar-2013 13:00:00,201303121300,12-Mar-2013 13:00:00,-1.0811,1.88474,0.80364,23.924,23.924
12-Mar-2013 13:30:00,201303121330,12-Mar-2013 13:30:00,-1.295,1.92802,0.63307,25.036,25.036
12-Mar-2013 14:00:00,201303121400,12-Mar-2013 14:00:00,-2.6151,1.99381,-0.62132,18.602,18.602
12-Mar-2013 14:30:00,201303121430,12-Mar-2013 14:30:00,-3.6127,2.0373,-1.5754,NaN,28.673
12-Mar-2013 15:00:00,201303121500,12-Mar-2013 15:00:00,-1.5287,2.08358,0.55491,NaN,-14.079
12-Mar-2013 15:30:00,201303121530,12-Mar-2013 15:30:00,-2.1567,2.12514,-0.031508,23.638,23.638
12-Mar-2013 16:00:00,201303121600,12-Mar-2013 16:00:00,-1.3004,2.15445,0.85405,21.88,21.88
12-Mar-2013 16:30:00,201303121630,12-Mar-2013 16:30:00,-1.7187,2.18925,0.47053,NaN,76.874
12-Mar-2013 17:00:00,201303121700,12-Mar-2013 17:00:00,-1.8385,2.2015,0.36302,NaN,23.688
12-Mar-2013 17:30:00,201303121730,12-Mar-2013 17:30:00,-1.1107,2.19939,1.0887,NaN,-18.018
12-Mar-2013 18:00:00,201303121800,12-Mar-2013 18:00:00,-2.2845,2.19113,-0.093405,15.206,15.206
12-Mar-2013 18:30:00,201303121830,12-Mar-2013 18:30:00,-0.077087,2.08117,2.0041,NaN,0.6444
12-Mar-2013 19:00:00,201303121900,12-Mar-2013 19:00:00,-0.42265,1.9329,1.5102,NaN,14.193
12-Mar-2013 19:30:00,201303121930,12-Mar-2013 19:30:00,-0.4034,1.89088,1.4875,NaN,17.543
12-Mar-2013 20:00:00,201303122000,12-Mar-2013 20:00:00,-0.30105,1.81189,1.5108,NaN,14.213
12-Mar-2013 20:30:00,201303122030,12-Mar-2013 20:30:00,-0.28457,1.84419,1.5596,NaN,14.213
12-Mar-2013 21:00:00,201303122100,12-Mar-2013 21:00:00,-0.12348,1.82729,1.7038,NaN,14.213
12-Mar-2013 21:30:00,201303122130,12-Mar-2013 21:30:00,-0.13096,1.7936,1.6626,NaN,28.604
12-Mar-2013 22:00:00,201303122200,12-Mar-2013 22:00:00,-0,1.72115,1.9714,NaN,39.565
12-Mar-2013 22:30:00,201303122230,12-Mar-2013 22:30:00,-0,1.6964,1.8974,NaN,38.019
12-Mar-2013 23:00:00,201303122300,12-Mar-2013 23:00:00,-0,1.67969,1.9091,NaN,36.732
12-Mar-2013 23:30:00,201303122330,12-Mar-2013 23:30:00,-0,1.70298,1.8003,NaN,40.376
13-Mar-2013 00:00:00,201303130000,13-Mar-2013 00:00:00,-0,1.68693,1.9195,NaN,36.732
13-Mar-2013 00:30:00,201303130030,13-Mar-2013 00:30:00,-0,1.64431,1.8622,NaN,35.74
13-Mar-2013 01:00:00,201303130100,13-Mar-2013 01:00:00,-0,1.64427,1.8622,NaN,35.74
13-Mar-2013 01:30:00,201303130130,13-Mar-2013 01:30:00,-0,1.6091,1.9691,NaN,38.143
13-Mar-2013 02:00:00,201303130200,13-Mar-2013 02:00:00,-0,1.6349,4.4403,86.168,86.168
13-Mar-2013 02:30:00,201303130230,13-Mar-2013 02:30:00,-0,1.62293,1.8897,NaN,36.984
13-Mar-2013 03:00:00,201303130300,13-Mar-2013 03:00:00,-0,1.59576,1.9158,NaN,36.984
13-Mar-2013 03:30:00,201303130330,13-Mar-2013 03:30:00,-0,1.58515,1.8888,NaN,35.892
13-Mar-2013 04:00:00,201303130400,13-Mar-2013 04:00:00,-0,1.56797,1.9109,NaN,36.863
13-Mar-2013 04:30:00,201303130430,13-Mar-2013 04:30:00,-0,1.53768,1.9112,NaN,38.108
13-Mar-2013 05:00:00,201303130500,13-Mar-2013 05:00:00,-0,1.52518,1.9112,NaN,38.108
13-Mar-2013 05:30:00,201303130530,13-Mar-2013 05:30:00,-0,1.50943,1.9112,NaN,38.108
13-Mar-2013 06:00:00,201303130600,13-Mar-2013 06:00:00,-0.133,1.49109,1.3581,NaN,38.108
13-Mar-2013 06:30:00,201303130630,13-Mar-2013 06:30:00,-0.25831,1.46629,1.208,NaN,49.072
13-Mar-2013 07:00:00,201303130700,13-Mar-2013 07:00:00,-0,1.4871,7.8764,NaN,48.004
13-Mar-2013 07:30:00,201303130730,13-Mar-2013 07:30:00,-1.3403,1.63577,0.29547,NaN,17.12
13-Mar-2013 08:00:00,201303130800,13-Mar-2013 08:00:00,-0,1.72964,2.4363,NaN,-34.946
13-Mar-2013 08:30:00,201303130830,13-Mar-2013 08:30:00,-2.1154,2.15266,0.037231,NaN,25.251
13-Mar-2013 09:00:00,201303130900,13-Mar-2013 09:00:00,-1.9911,2.15724,0.16614,NaN,-10.465
13-Mar-2013 09:30:00,201303130930,13-Mar-2013 09:30:00,-2.8596,2.15671,-0.70291,NaN,10.772
13-Mar-2013 10:00:00,201303131000,13-Mar-2013 10:00:00,-2.2592,2.18355,-0.075621,NaN,18.07
13-Mar-2013 10:30:00,201303131030,13-Mar-2013 10:30:00,-1.9995,2.17121,0.17172,NaN,30.518
13-Mar-2013 11:00:00,201303131100,13-Mar-2013 11:00:00,-1.6132,1.87589,0.26266,NaN,5.1344
13-Mar-2013 11:30:00,201303131130,13-Mar-2013 11:30:00,-1.5849,1.92384,0.33889,NaN,-7.5638
13-Mar-2013 12:00:00,201303131200,13-Mar-2013 12:00:00,-0.60086,1.95699,1.3561,30.515,30.515
13-Mar-2013 12:30:00,201303131230,13-Mar-2013 12:30:00,-0,1.98,1.9903,NaN,-7.965
13-Mar-2013 13:00:00,201303131300,13-Mar-2013 13:00:00,-1.454,2.00507,0.5511,NaN,24.887
13-Mar-2013 13:30:00,201303131330,13-Mar-2013 13:30:00,-1.5262,2.05874,0.53254,21.371,21.371
13-Mar-2013 14:00:00,201303131400,13-Mar-2013 14:00:00,-1.2816,2.10637,0.82477,NaN,18.247
13-Mar-2013 14:30:00,201303131430,13-Mar-2013 14:30:00,-2.5686,2.13222,-0.43636,NaN,-0.34908
13-Mar-2013 15:00:00,201303131500,13-Mar-2013 15:00:00,-1.9701,2.12671,0.15657,NaN,117.93
13-Mar-2013 15:30:00,201303131530,13-Mar-2013 15:30:00,-2.3393,2.14712,-0.19215,NaN,7.183
13-Mar-2013 16:00:00,201303131600,13-Mar-2013 16:00:00,-2.1011,2.14024,0.03918,22.491,22.491
13-Mar-2013 16:30:00,201303131630,13-Mar-2013 16:30:00,-2.1177,2.15178,0.034065,25.752,25.752
13-Mar-2013 17:00:00,201303131700,13-Mar-2013 17:00:00,-1.7377,2.15787,0.42015,NaN,30.245
13-Mar-2013 17:30:00,201303131730,13-Mar-2013 17:30:00,-1.8422,2.14417,0.30196,NaN,6.8283
13-Mar-2013 18:00:00,201303131800,13-Mar-2013 18:00:00,-1.3487,2.11139,0.76266,20.133,20.133
13-Mar-2013 18:30:00,201303131830,13-Mar-2013 18:30:00,-0.78931,1.98347,1.1942,NaN,44.64
13-Mar-2013 19:00:00,201303131900,13-Mar-2013 19:00:00,-0.16712,1.86838,1.7013,NaN,91.223
13-Mar-2013 19:30:00,201303131930,13-Mar-2013 19:30:00,-0.073387,1.82857,1.7552,NaN,81.556
13-Mar-2013 20:00:00,201303132000,13-Mar-2013 20:00:00,-0.15715,1.77813,1.621,NaN,81.556
13-Mar-2013 20:30:00,201303132030,13-Mar-2013 20:30:00,-0.59034,1.76468,1.1743,20.812,20.812
13-Mar-2013 21:00:00,201303132100,13-Mar-2013 21:00:00,-0.40687,1.74187,1.335,24.244,24.244
13-Mar-2013 21:30:00,201303132130,13-Mar-2013 21:30:00,-1.0911,1.70776,0.6167,NaN,43.654
13-Mar-2013 22:00:00,201303132200,13-Mar-2013 22:00:00,-0.046574,1.67707,1.6305,NaN,29.515
13-Mar-2013 22:30:00,201303132230,13-Mar-2013 22:30:00,-0.03365,1.63254,1.5989,NaN,28.884
13-Mar-2013 23:00:00,201303132300,13-Mar-2013 23:00:00,-0,1.58161,1.8888,NaN,29.383
13-Mar-2013 23:30:00,201303132330,13-Mar-2013 23:30:00,-0,1.55919,1.8919,NaN,30.308
14-Mar-2013 00:00:00,201303140000,14-Mar-2013 00:00:00,-0,1.54207,2.008,NaN,29.711
14-Mar-2013 00:30:00,201303140030,14-Mar-2013 00:30:00,-0,1.5191,2.008,NaN,29.711
14-Mar-2013 01:00:00,201303140100,14-Mar-2013 01:00:00,-0,1.49423,1.6826,NaN,29.711
14-Mar-2013 01:30:00,201303140130,14-Mar-2013 01:30:00,-0,1.48636,1.733,NaN,29.711
14-Mar-2013 02:00:00,201303140200,14-Mar-2013 02:00:00,-0,1.4642,1.5886,NaN,21.646
14-Mar-2013 02:30:00,201303140230,14-Mar-2013 02:30:00,-0,1.46156,1.5886,NaN,21.646
14-Mar-2013 03:00:00,201303140300,14-Mar-2013 03:00:00,-0,1.46088,1.5886,NaN,21.646
14-Mar-2013 03:30:00,201303140330,14-Mar-2013 03:30:00,-0,1.46344,1.5886,NaN,21.646
14-Mar-2013 04:00:00,201303140400,14-Mar-2013 04:00:00,-0.19436,1.43875,1.2444,NaN,21.646
14-Mar-2013 04:30:00,201303140430,14-Mar-2013 04:30:00,-0.13896,1.4135,1.2745,NaN,21.526
14-Mar-2013 05:00:00,201303140500,14-Mar-2013 05:00:00,-0.12925,1.4038,1.2745,NaN,21.526
14-Mar-2013 05:30:00,201303140530,14-Mar-2013 05:30:00,-0.20443,1.37034,1.1659,NaN,22.238
14-Mar-2013 06:00:00,201303140600,14-Mar-2013 06:00:00,-0.48643,1.32687,0.84045,NaN,48.172
14-Mar-2013 06:30:00,201303140630,14-Mar-2013 06:30:00,-0,1.32939,1.7269,75.357,75.357
14-Mar-2013 07:00:00,201303140700,14-Mar-2013 07:00:00,-0.4371,1.316,0.87889,NaN,45.615
14-Mar-2013 07:30:00,201303140730,14-Mar-2013 07:30:00,-1.4174,1.42168,0.004261,26.81,26.81
14-Mar-2013 08:00:00,201303140800,14-Mar-2013 08:00:00,-0,1.5303,1.6933,45.304,45.304
14-Mar-2013 08:30:00,201303140830,14-Mar-2013 08:30:00,-1.3431,1.56703,0.22395,27.029,27.029
14-Mar-2013 09:00:00,201303140900,14-Mar-2013 09:00:00,-1.2749,1.55515,0.28026,34.883,34.883
14-Mar-2013 09:30:00,201303140930,14-Mar-2013 09:30:00,-1.7051,1.62236,-0.082687,NaN,54.021
14-Mar-2013 10:00:00,201303141000,14-Mar-2013 10:00:00,-1.8944,1.67206,-0.22235,20.988,20.988
14-Mar-2013 10:30:00,201303141030,14-Mar-2013 10:30:00,-1.282,1.72465,0.44265,26.497,26.497
14-Mar-2013 11:00:00,201303141100,14-Mar-2013 11:00:00,-2.1031,1.79154,-0.31159,23.097,23.097
14-Mar-2013 11:30:00,201303141130,14-Mar-2013 11:30:00,-1.941,1.83651,-0.10451,NaN,-7.4792
14-Mar-2013 12:00:00,201303141200,14-Mar-2013 12:00:00,-1.6893,1.90186,0.21255,24.677,24.677
14-Mar-2013 12:30:00,201303141230,14-Mar-2013 12:30:00,-3.2378,1.88763,-1.3502,NaN,-0.67108
14-Mar-2013 13:00:00,201303141300,14-Mar-2013 13:00:00,-1.7206,1.9146,0.194,11.184,11.184
14-Mar-2013 13:30:00,201303141330,14-Mar-2013 13:30:00,-1.5964,1.95717,0.36079,NaN,19.561
14-Mar-2013 14:00:00,201303141400,14-Mar-2013 14:00:00,-0.59559,2.02629,1.4307,NaN,19.991
14-Mar-2013 14:30:00,201303141430,14-Mar-2013 14:30:00,-2.2623,2.11056,-0.15175,NaN,22.16
14-Mar-2013 15:00:00,201303141500,14-Mar-2013 15:00:00,-1.4188,2.12481,0.70597,NaN,27.605
14-Mar-2013 15:30:00,201303141530,14-Mar-2013 15:30:00,-5.2375,2.19768,-3.0399,-36.12,-36.12
14-Mar-2013 16:00:00,201303141600,14-Mar-2013 16:00:00,-1.7883,2.22969,0.44137,NaN,45.365
14-Mar-2013 16:30:00,201303141630,14-Mar-2013 16:30:00,-2.607,2.2235,-0.38349,-11.192,-11.192
14-Mar-2013 17:00:00,201303141700,14-Mar-2013 17:00:00,-1.907,2.19343,0.28645,NaN,32.922
14-Mar-2013 17:30:00,201303141730,14-Mar-2013 17:30:00,-1.5234,2.15383,0.63047,19.089,19.089
14-Mar-2013 18:00:00,201303141800,14-Mar-2013 18:00:00,-1.5997,2.15923,0.55952,12.009,12.009
14-Mar-2013 18:30:00,201303141830,14-Mar-2013 18:30:00,-1.3391,2.03126,0.69213,NaN,10.053
14-Mar-2013 19:00:00,201303141900,14-Mar-2013 19:00:00,-0,1.82976,1.9644,NaN,76.412
14-Mar-2013 19:30:00,201303141930,14-Mar-2013 19:30:00,-0,1.76262,1.8251,NaN,59.751
14-Mar-2013 20:00:00,201303142000,14-Mar-2013 20:00:00,-0,1.72649,1.8732,NaN,54.119
14-Mar-2013 20:30:00,201303142030,14-Mar-2013 20:30:00,-0,1.71844,1.9679,NaN,36.1
14-Mar-2013 21:00:00,201303142100,14-Mar-2013 21:00:00,-0,1.62208,1.9488,NaN,29.823
14-Mar-2013 21:30:00,201303142130,14-Mar-2013 21:30:00,-0,1.54957,2.0103,NaN,30.308
14-Mar-2013 22:00:00,201303142200,14-Mar-2013 22:00:00,-0,1.53249,2.039,NaN,29.711
14-Mar-2013 22:30:00,201303142230,14-Mar-2013 22:30:00,-0,1.53769,2.0238,NaN,29.711
14-Mar-2013 23:00:00,201303142300,14-Mar-2013 23:00:00,-0,1.52129,2.039,NaN,29.711
14-Mar-2013 23:30:00,201303142330,14-Mar-2013 23:30:00,-0,1.49513,1.6826,NaN,29.711
15-Mar-2013 00:00:00,201303150000,15-Mar-2013 00:00:00,-0,1.50096,1.8564,NaN,29.711
15-Mar-2013 00:30:00,201303150030,15-Mar-2013 00:30:00,-0,1.52052,2.039,NaN,29.711
15-Mar-2013 01:00:00,201303150100,15-Mar-2013 01:00:00,-0,1.53291,2.039,NaN,29.711
15-Mar-2013 01:30:00,201303150130,15-Mar-2013 01:30:00,-0,1.51783,2.039,NaN,29.711
15-Mar-2013 02:00:00,201303150200,15-Mar-2013 02:00:00,-0,1.51125,1.817,NaN,29.711
15-Mar-2013 02:30:00,201303150230,15-Mar-2013 02:30:00,-0,1.51579,2.039,NaN,29.711
15-Mar-2013 03:00:00,201303150300,15-Mar-2013 03:00:00,-0,1.5151,2.039,NaN,29.711
15-Mar-2013 03:30:00,201303150330,15-Mar-2013 03:30:00,-0,1.48636,1.733,NaN,29.711
15-Mar-2013 04:00:00,201303150400,15-Mar-2013 04:00:00,-0,1.46746,1.7695,NaN,29.711
15-Mar-2013 04:30:00,201303150430,15-Mar-2013 04:30:00,-0,1.46093,1.5886,NaN,21.646
15-Mar-2013 05:00:00,201303150500,15-Mar-2013 05:00:00,-0.19254,1.43693,1.2444,NaN,21.646
15-Mar-2013 05:30:00,201303150530,15-Mar-2013 05:30:00,-0,1.45502,1.5886,NaN,21.646
15-Mar-2013 06:00:00,201303150600,15-Mar-2013 06:00:00,-0,1.46991,1.7695,NaN,29.711
15-Mar-2013 06:30:00,201303150630,15-Mar-2013 06:30:00,-0.42175,1.50895,1.0872,NaN,8.603
15-Mar-2013 07:00:00,201303150700,15-Mar-2013 07:00:00,-0,1.52721,7.6508,NaN,39.845
15-Mar-2013 07:30:00,201303150730,15-Mar-2013 07:30:00,-1.1076,1.64901,0.54137,-5.247,-5.247
15-Mar-2013 08:00:00,201303150800,15-Mar-2013 08:00:00,-0,1.797,2.0035,11.485,11.485
15-Mar-2013 08:30:00,201303150830,15-Mar-2013 08:30:00,-0.14969,1.83792,1.6882,NaN,13.976
15-Mar-2013 09:00:00,201303150900,15-Mar-2013 09:00:00,-2.4642,1.87624,-0.58793,NaN,52.844
15-Mar-2013 09:30:00,201303150930,15-Mar-2013 09:30:00,-1.862,1.99107,0.12903,-25.031,-25.031
15-Mar-2013 10:00:00,201303151000,15-Mar-2013 10:00:00,-2.2675,2.09555,-0.17198,NaN,19.991
15-Mar-2013 10:30:00,201303151030,15-Mar-2013 10:30:00,-1.749,2.17922,0.43025,NaN,25.282
15-Mar-2013 11:00:00,201303151100,15-Mar-2013 11:00:00,-2.4456,2.23368,-0.21189,NaN,29.72
15-Mar-2013 11:30:00,201303151130,15-Mar-2013 11:30:00,-2.2879,2.30251,0.014608,NaN,9.6855
15-Mar-2013 12:00:00,201303151200,15-Mar-2013 12:00:00,-2.2665,2.35226,0.085747,NaN,25.329
15-Mar-2013 12:30:00,201303151230,15-Mar-2013 12:30:00,-1.9114,2.39178,0.48039,NaN,24.588
15-Mar-2013 13:00:00,201303151300,15-Mar-2013 13:00:00,-2.0547,2.40331,0.3486,NaN,9.6314
15-Mar-2013 13:30:00,201303151330,15-Mar-2013 13:30:00,-2.1124,2.42713,0.31476,NaN,22.163
15-Mar-2013 14:00:00,201303151400,15-Mar-2013 14:00:00,-2.2869,2.46322,0.17634,NaN,27.52
15-Mar-2013 14:30:00,201303151430,15-Mar-2013 14:30:00,-2.313,2.49044,0.17743,-23.086,-23.086
15-Mar-2013 15:00:00,201303151500,15-Mar-2013 15:00:00,-2.665,2.50265,-0.16233,NaN,NaN
15-Mar-2013 15:30:00,201303151530,15-Mar-2013 15:30:00,-2.4571,2.50463,0.047496,NaN,7.3413
15-Mar-2013 16:00:00,201303151600,15-Mar-2013 16:00:00,-2.3886,2.48888,0.10025,NaN,-22.451
15-Mar-2013 16:30:00,201303151630,15-Mar-2013 16:30:00,-2.1779,2.44927,0.27135,NaN,22.768
15-Mar-2013 17:00:00,201303151700,15-Mar-2013 17:00:00,-0.84575,2.41374,1.568,NaN,42.103
15-Mar-2013 17:30:00,201303151730,15-Mar-2013 17:30:00,-1.2201,2.34615,1.126,NaN,NaN
15-Mar-2013 18:00:00,201303151800,15-Mar-2013 18:00:00,-1.8594,2.26902,0.40959,-39.298,-39.298
15-Mar-2013 18:30:00,201303151830,15-Mar-2013 18:30:00,-0.82631,2.12457,1.2983,-21.364,-21.364
15-Mar-2013 19:00:00,201303151900,15-Mar-2013 19:00:00,-0.09525,1.96507,1.8698,NaN,16.937
15-Mar-2013 19:30:00,201303151930,15-Mar-2013 19:30:00,-1.0477,1.91232,0.86465,7.573,7.573
15-Mar-2013 20:00:00,201303152000,15-Mar-2013 20:00:00,-1.071,1.88327,0.81222,NaN,53.166
15-Mar-2013 20:30:00,201303152030,15-Mar-2013 20:30:00,-0.69475,1.87245,1.1777,4.221,4.221
15-Mar-2013 21:00:00,201303152100,15-Mar-2013 21:00:00,-0,1.83608,1.8747,NaN,59.547
15-Mar-2013 21:30:00,201303152130,15-Mar-2013 21:30:00,-0,1.7436,1.948,NaN,34.468
15-Mar-2013 22:00:00,201303152200,15-Mar-2013 22:00:00,-0,1.73888,2.0345,NaN,34.622
15-Mar-2013 22:30:00,201303152230,15-Mar-2013 22:30:00,-0,1.75553,2.0017,NaN,32.093
15-Mar-2013 23:00:00,201303152300,15-Mar-2013 23:00:00,-0,1.74614,2.0017,NaN,31.785
15-Mar-2013 23:30:00,201303152330,15-Mar-2013 23:30:00,-0,1.70743,1.997,NaN,27.113
16-Mar-2013 00:00:00,201303160000,16-Mar-2013 00:00:00,-0,1.69009,2.0049,NaN,28.38
16-Mar-2013 00:30:00,201303160030,16-Mar-2013 00:30:00,-0,1.75536,1.9968,NaN,27.685
16-Mar-2013 01:00:00,201303160100,16-Mar-2013 01:00:00,-0,1.7473,1.9968,NaN,27.062
16-Mar-2013 01:30:00,201303160130,16-Mar-2013 01:30:00,-0,1.69727,2.1079,NaN,29.004
16-Mar-2013 02:00:00,201303160200,16-Mar-2013 02:00:00,-0,1.70388,1.9329,NaN,34.459
16-Mar-2013 02:30:00,201303160230,16-Mar-2013 02:30:00,-0,1.72715,1.9115,NaN,40.779
16-Mar-2013 03:00:00,201303160300,16-Mar-2013 03:00:00,-0,1.73577,1.8786,NaN,40.187
16-Mar-2013 03:30:00,201303160330,16-Mar-2013 03:30:00,-0,1.7404,1.8786,NaN,40.187
16-Mar-2013 04:00:00,201303160400,16-Mar-2013 04:00:00,-0,1.73902,1.8786,NaN,40.187
16-Mar-2013 04:30:00,201303160430,16-Mar-2013 04:30:00,-0,1.73631,1.8786,NaN,40.187
16-Mar-2013 05:00:00,201303160500,16-Mar-2013 05:00:00,-0,1.74627,1.8721,NaN,42.695
16-Mar-2013 05:30:00,201303160530,16-Mar-2013 05:30:00,-0,1.76025,1.892,NaN,43.751
16-Mar-2013 06:00:00,201303160600,16-Mar-2013 06:00:00,-0,1.75019,3.0665,NaN,48.523
16-Mar-2013 06:30:00,201303160630,16-Mar-2013 06:30:00,-0,1.68621,1.8464,NaN,45.464
16-Mar-2013 07:00:00,201303160700,16-Mar-2013 07:00:00,-0,1.91187,5.6499,NaN,42.639
16-Mar-2013 07:30:00,201303160730,16-Mar-2013 07:30:00,-0.88422,1.87679,0.99257,NaN,39.868
16-Mar-2013 08:00:00,201303160800,16-Mar-2013 08:00:00,-4.3941,2.01317,-2.3809,-18.808,-18.808
16-Mar-2013 08:30:00,201303160830,16-Mar-2013 08:30:00,-0,2.08298,8.3809,NaN,7.3413
16-Mar-2013 09:00:00,201303160900,16-Mar-2013 09:00:00,-1.5706,2.13932,0.56873,NaN,8.095
16-Mar-2013 09:30:00,201303160930,16-Mar-2013 09:30:00,-2.2638,2.21071,-0.053134,NaN,15.006
16-Mar-2013 10:00:00,201303161000,16-Mar-2013 10:00:00,-2.6742,2.28489,-0.38929,NaN,10.841
16-Mar-2013 10:30:00,201303161030,16-Mar-2013 10:30:00,-2.6964,2.32913,-0.36724,NaN,27.671
16-Mar-2013 11:00:00,201303161100,16-Mar-2013 11:00:00,-3.3435,2.40131,-0.94217,NaN,26.22
16-Mar-2013 11:30:00,201303161130,16-Mar-2013 11:30:00,-1.5002,2.36377,0.86361,NaN,27.488
16-Mar-2013 12:00:00,201303161200,16-Mar-2013 12:00:00,-2.9126,2.4448,-0.46784,NaN,26.22
16-Mar-2013 12:30:00,201303161230,16-Mar-2013 12:30:00,-3.0236,2.49174,-0.53188,NaN,35.986
16-Mar-2013 13:00:00,201303161300,16-Mar-2013 13:00:00,-3.3401,2.49781,-0.84229,NaN,24.819
16-Mar-2013 13:30:00,201303161330,16-Mar-2013 13:30:00,-3.2128,2.53043,-0.68236,25.019,25.019
16-Mar-2013 14:00:00,201303161400,16-Mar-2013 14:00:00,-2.8835,2.56983,-0.31371,NaN,27.27
16-Mar-2013 14:30:00,201303161430,16-Mar-2013 14:30:00,-1.702,2.60105,0.8991,17.118,17.118
16-Mar-2013 15:00:00,201303161500,16-Mar-2013 15:00:00,-3.0298,2.61662,-0.4132,NaN,-11.871
16-Mar-2013 15:30:00,201303161530,16-Mar-2013 15:30:00,-2.5322,2.6383,0.10613,-12.045,-12.045
16-Mar-2013 16:00:00,201303161600,16-Mar-2013 16:00:00,-1.4967,2.61853,1.1218,NaN,29.529
16-Mar-2013 16:30:00,201303161630,16-Mar-2013 16:30:00,-2.573,2.58515,0.012166,NaN,13.945
16-Mar-2013 17:00:00,201303161700,16-Mar-2013 17:00:00,-2.5863,2.53066,-0.055593,NaN,24.845
16-Mar-2013 17:30:00,201303161730,16-Mar-2013 17:30:00,-2.6914,2.43867,-0.2527,NaN,-43.972
16-Mar-2013 18:00:00,201303161800,16-Mar-2013 18:00:00,-0,2.30848,2.6074,-38.637,-38.637
16-Mar-2013 18:30:00,201303161830,16-Mar-2013 18:30:00,-0.84662,2.20493,1.3583,-22.762,-22.762
16-Mar-2013 19:00:00,201303161900,16-Mar-2013 19:00:00,-0,2.11038,2.2503,NaN,34.436
16-Mar-2013 19:30:00,201303161930,16-Mar-2013 19:30:00,-0.28691,2.07096,1.784,3.991,3.991
16-Mar-2013 20:00:00,201303162000,16-Mar-2013 20:00:00,-0,2.04582,2.1762,9.507,9.507
16-Mar-2013 20:30:00,201303162030,16-Mar-2013 20:30:00,-0.37581,2.0207,1.6449,NaN,46.932
16-Mar-2013 21:00:00,201303162100,16-Mar-2013 21:00:00,-0,1.98816,2.1276,NaN,46.578
16-Mar-2013 21:30:00,201303162130,16-Mar-2013 21:30:00,-0,1.99555,2.1307,NaN,46.368
16-Mar-2013 22:00:00,201303162200,16-Mar-2013 22:00:00,-0,1.9644,2.0674,NaN,48.862
16-Mar-2013 22:30:00,201303162230,16-Mar-2013 22:30:00,-0,1.94207,2.0178,NaN,49.653
16-Mar-2013 23:00:00,201303162300,16-Mar-2013 23:00:00,-0,1.92178,1.9803,NaN,49.159
16-Mar-2013 23:30:00,201303162330,16-Mar-2013 23:30:00,-0,1.92106,1.977,NaN,49.701
17-Mar-2013 00:00:00,201303170000,17-Mar-2013 00:00:00,-0,1.95272,2.0458,NaN,48.528
17-Mar-2013 00:30:00,201303170030,17-Mar-2013 00:30:00,-0,1.9655,2.1249,NaN,48.758
17-Mar-2013 01:00:00,201303170100,17-Mar-2013 01:00:00,-0,1.95465,2.0937,NaN,49.781
17-Mar-2013 01:30:00,201303170130,17-Mar-2013 01:30:00,-0,1.94987,2.0794,NaN,50.047
17-Mar-2013 02:00:00,201303170200,17-Mar-2013 02:00:00,-0,1.92688,2.0277,NaN,51.648
